,0
119,189936.68227337155
120,151343.32428280136
121,134719.22466278475
122,286404.9678519349
123,222167.66434014565
124,132270.80269761584
125,81498.99861138206
126,122859.63407863455
127,144362.4068017563
128,91021.46427469945
129,128812.6262250003
130,102040.95647626687
131,125829.71498507424
132,133276.1329194585
133,169964.6815734935
134,143366.5081550713
135,230168.88700676375
136,193971.53850444278
137,212807.2606076536
138,186306.9946079848
139,166581.15965039283
140,47354.57186045754
141,128671.45622428184
142,85637.53492753452
143,281847.0772436998
144,219362.444214324
145,158315.79133372835
146,173512.89835909725
147,199495.67721329955
148,192809.5206183649
149,152030.77767823974
150,120317.21343681673
151,183452.48593838105
152,161074.0439113729
153,123384.10267733433
154,116627.72740854495
155,91296.34087000406
156,82930.42150571171
157,137961.29002594453
158,127786.58311386366
159,151432.70142548683
160,129232.1927669278
161,151740.54453671392
162,244776.33755520234
163,198315.27009773895
164,124235.91955732516
165,171470.21294626116
166,193853.936940843
167,282084.99240054993
168,181756.23955556634
169,377498.1184464708
170,266883.11119365034
171,252357.42169789397
172,175688.41161585058
173,182572.75878277636
174,168663.87114324828
175,147698.54169396992
176,202746.83021303779
177,182319.640025289
178,187480.93036856607
179,240543.33699031948
180,187143.69137037097
181,256414.86654779981
182,226552.5810607834
183,246130.1409064248
184,216425.93211012165
185,161038.47087520867
186,159846.33637471613
187,126240.29648207696
188,121378.57705238415
189,112152.28587234544
190,109002.13064340511
191,95153.71907224125
192,93907.87794096945
193,142368.8809227636
194,126513.92731838778
195,143557.70949671953
196,152059.02841738146
197,148499.641482917
198,126364.45080780567
199,147031.69685837557
200,425105.41327008186
201,397241.347265344
202,382188.771957184
203,525858.4558144155
204,328392.0861157479
205,318659.21164506715
206,388189.54942969145
207,353670.364614637
208,320592.95343859564
209,364257.1794430328
210,273881.09402388794
211,412775.2250743252
212,291098.9041719055
213,244134.12205411293
214,198625.60808027926
215,203722.46021874223
216,211031.73382521793
217,477347.6430783391
218,391659.44373903226
219,346594.29591823893
220,278052.1569684651
221,324769.4070428669
222,186303.85919426318
223,161158.23556540004
224,170092.72896864108
225,163756.6686942397
226,157341.82764036045
227,185867.5481026927
228,185012.96537109063
229,186377.8797873907
230,174476.06404735916
231,262472.4976749888
232,169458.464951266
233,181339.21654124057
234,168491.63347477635
235,271484.55365675536
236,178937.56423042156
237,339441.07423422666
238,321658.3077181016
239,273092.2267012099
240,279517.2852543011
241,220934.86453222987
242,220052.43602346635
243,259633.82681252775
244,238286.36992606212
245,186545.166774543
246,235605.6143459166
247,201842.38225924486
248,242762.5366836532
249,217009.1465200928
250,265681.80989188596
251,260677.28167547847
252,282268.77734747255
253,229096.0476154348
254,206345.73037394712
255,183154.96182625962
256,164444.7706174038
257,169568.00083499975
258,222264.10335787397
259,257526.0671883055
260,146811.92777247552
261,136639.1144875299
262,150535.0832577463
263,220572.89027938037
264,247627.74143066164
265,183184.59771403065
266,175176.39187522384
267,148660.3075487935
268,175848.99768857245
269,149485.60489234346
270,103911.51475448479
271,132768.6078122212
272,116384.14765975004
273,142106.1493264006
274,91038.5682384258
275,94762.21272260169
276,280591.7867840297
277,279676.21952052636
278,252995.45709156035
279,210531.87853229654
280,180115.81078494305
281,175739.37225808302
282,166539.40695982485
283,354470.8554189181
284,216073.70957776537
285,201340.344504377
286,216906.39225740382
287,232735.1414056014
288,142661.3920561932
289,137461.11548164499
290,222575.681941535
291,115586.7301139092
292,156887.66970205517
293,202567.52534532768
294,172121.93318822433
295,133950.8058075334
296,119279.58126857251
297,144063.76449127012
298,153634.52663143654
299,154997.95816471352
300,146059.07181138877
301,190415.39755415684
302,177837.64537172328
303,119321.3759138209
304,183244.34458584696
305,198173.23145545932
306,223702.7297708997
307,142079.99702445272
308,160108.38650295715
309,146574.73728891212
310,126554.10066067509
311,124708.40408422833
312,109754.24273874454
313,139608.17802039688
314,145679.9000403178
315,134698.6526718035
316,107525.31776987054
317,146162.56147829618
318,134885.2428570048
319,146551.72585541883
320,129523.11813962983
321,79373.14620105844
322,142620.8687820399
323,106593.89105551949
324,145823.2532008624
325,123059.90762168463
326,157321.1645481533
327,73372.82428715195
328,112220.14504756409
329,69053.1778421943
330,176721.53430536896
331,161400.57135931985
332,130481.3058584728
333,156415.96935484058
334,136467.70156248397
335,142037.73089073587
336,123102.63107205759
337,123579.72741926732
338,99095.30143312606
339,125477.65409337662
340,120404.99801680495
341,114866.76442410349
342,158145.24598558934
343,106921.02611646432
344,132569.03924089385
345,132063.74359529067
346,128117.43348378097
347,112137.35251362328
348,156897.9805595508
349,143346.99909238156
350,119764.44501934669
351,144914.01818868256
352,137222.3438932403
353,130714.06221438452
354,47724.50374227579
355,106208.6229141448
356,115838.32950315755
357,178587.09511602164
358,137640.4310395886
359,37162.06487441246
360,118312.83213753364
361,154975.89047260256
362,41586.04959437577
363,137106.35273776576
364,134273.54904018008
365,95368.41455899572
366,111046.26708954369
367,148726.80823437593
368,136947.7622304103
369,154167.89196257025
370,160099.64560513067
371,85709.95242902898
372,142210.34061735705
373,121279.91946741438
374,135739.10404919583
375,150748.86922325092
376,106668.18424791817
377,101168.79123358309
378,108891.08457459309
379,179368.49524112424
380,105753.56086827829
381,53550.604998142604
382,134697.54368699796
383,157690.7471262677
384,140613.9188163638
385,159730.10197456987
386,153475.12958284892
387,57216.841059916216
388,89424.31295626951
389,114806.4239793008
390,138461.85379710083
391,103908.34040520198
392,117654.69246573406
393,174330.9860186639
394,143307.86940285837
395,210638.00120698352
396,121323.86172256022
397,166816.80490605126
398,114467.25653740432
399,148032.95955714892
400,113514.40680746123
401,293408.3398851638
402,283264.5879013775
403,283295.4597729833
404,356645.2649518292
405,333875.4499085606
406,213564.42705070632
407,286834.61775974714
408,207119.43051600744
409,221429.39097941358
410,258999.18662452305
411,170576.42499133322
412,249651.4048087538
413,143975.76712905604
414,182538.0971165342
415,204021.30316410816
416,213002.3891788473
417,199304.11867113662
418,151880.1077407307
419,135434.6008136106
420,246984.8134149815
421,238782.64370680627
422,184955.4256883561
423,206698.96651583153
424,224820.45008575293
425,294978.84280792245
426,217375.13789164484
427,259933.65656260386
428,171516.84781514812
429,99464.40863868417
430,92932.23954185084
431,107083.43824189427
432,128326.74138622676
433,127324.47512582823
434,131602.9522550221
435,124198.93139891268
436,126702.15665685924
437,96979.9458615006
438,158868.40579005372
439,156162.1515264704
440,205302.7433862111
441,185936.84839118726
442,208698.81377426768
443,174184.5358058512
444,199279.7037220258
445,156480.0596085823
446,240092.73711717542
447,118829.2809495443
448,123023.63326035012
449,122339.80981611548
450,232009.9135203695
451,327462.68163788016
452,136888.03277071813
453,36534.49711752284
454,353452.0356884526
455,84840.95161766329
456,232699.0140265745
457,134137.7607082986
458,147481.5865365496
459,164119.89300471806
460,386268.368048202
461,348827.0595726038
462,237661.72165353718
463,235407.0648517944
464,206646.33866469283
465,384824.6344355054
466,121419.51908186023
467,169483.70294025802
468,119830.73370218158
469,109812.25165027144
470,127373.75679442711
471,120754.8677313531
472,190896.44330937683
473,191331.95878082223
474,171449.48168014642
475,210566.5592219738
476,172984.70664353063
477,163109.4837704493
478,288219.599884189
479,199960.68218722378
480,175801.58981427923
481,155631.37508268666
482,236306.08141673688
483,387794.18612981273
484,422551.56339484
485,144937.4254713343
486,125948.8088414617
487,185378.3962759363
488,241196.83562103845
489,180342.70645687357
490,261212.48333857936
491,210642.10007003584
492,176883.31963637454
493,176713.9402462606
494,131640.1240018618
495,290821.34938752296
496,165699.69086619077
497,242952.14792819181
498,111069.02898585933
499,96510.36391865052
500,128796.56787424278
501,96548.0054038424
502,109253.87442269843
503,108278.81937631869
504,129858.29988962095
505,142641.16288761824
506,317994.4231730692
507,412811.400441956
508,395437.2578050898
509,411434.43278188107
510,451621.3985910923
511,383291.461698057
512,288375.14263788064
513,346811.1591686906
514,498229.05686874397
515,282492.33388278837
516,366215.54676129925
517,353067.78154233564
518,321570.7385960567
519,196209.3132835268
520,358386.2709592216
521,222057.84991680877
522,205019.54345474642
523,171272.2692080395
524,224552.32385820162
525,202619.17000141364
526,206334.6121894438
527,166534.78281305602
528,190098.98368506716
529,210681.01211716258
530,227897.12144431946
531,224644.98036086836
532,161619.27595059696
533,238542.99525452597
534,185192.46525637765
535,280331.23497075605
536,320396.53054319206
537,327712.57801119366
538,307501.7698155393
539,324682.7643966712
540,279172.9709202341
541,241192.60437073078
542,233409.55545715464
543,271426.71636135166
544,234280.2583982108
545,224159.50330610812
546,245314.17317728902
547,236756.92238304068
548,210676.42239856842
549,191874.86753232806
550,150599.35313045676
551,179856.7070249215
552,183789.86871277733
553,186292.26983865874
554,216936.88159793522
555,193264.00517123076
556,200406.78107895367
557,101541.4573155767
558,130954.51545319054
559,70062.289184903
560,94666.47504829237
561,233877.75976378733
562,160774.3620950792
563,284011.0691745921
564,355069.10296212614
565,167810.3857163369
566,149013.0259947743
567,156183.63557343918
568,171576.6232075189
569,262912.20152774773
570,228829.21776328038
571,256441.00754749525
572,250114.09718870663
573,177094.54325539316
574,242556.57925831992
575,194337.59483487107
576,221844.48865397947
577,306084.22027125664
578,217766.4322857467
579,319914.6006592171
580,301567.4351191975
581,213369.4740772247
582,182638.78347065113
583,174308.27183541752
584,208115.33207335658
585,150239.60666678584
586,142546.56817634037
587,137174.74472170224
588,121402.02843689447
589,163602.2986090117
590,90960.77457236676
591,115496.24330812122
592,139438.26631805577
593,78550.61693671581
594,184549.67349508242
595,118326.0558525195
596,98200.08365431082
597,205312.38128880327
598,123692.10559474607
599,173519.15170804458
600,177008.45689863834
601,125698.63030305452
602,103433.68277783287
603,139184.51895587286
604,86514.32932369589
605,166862.63076457323
606,96175.2249085372
607,140325.42237778782
608,94761.17573313383
609,118275.59667369616
610,95705.64127236363
611,142229.13667688597
612,120852.73836659064
613,181268.0409909786
614,172135.6344868921
615,129470.57138084582
616,159255.5174514248
617,133811.91548339347
618,128232.17802491799
619,111794.2970415932
620,131039.26686126506
621,147274.34712052988
622,152058.69889835722
623,105185.42024417975
624,116865.66792009343
625,95246.35553335457
626,113440.0028648393
627,103786.22301896205
628,88706.74321798448
629,117885.96167960539
630,134505.84211628546
631,123884.9976609379
632,155364.0400483889
633,134666.66431706047
634,170362.0175137297
635,85110.30480690344
636,127043.2534835765
637,165424.95111390948
638,38608.17323972646
639,78215.42578680051
640,116189.34304659654
641,125867.5138697119
642,99877.66580088812
643,131142.66104839646
644,169639.23836223618
645,76991.48409011733
646,193115.09416250122
647,123727.118539558
648,121617.67741231088
649,112506.14969458545
650,145077.98197110047
651,154785.90227570437
652,124037.42591487244
653,104274.57068308324
654,173195.4133352564
655,133676.6938479638
656,164509.9041086196
657,124153.38401898558
658,111718.48897166093
659,90104.25323693492
660,89147.0018830345
661,117437.69794370295
662,84740.42011136221
663,179347.41647951154
664,126975.16066205644
665,152752.70072572114
666,184348.81767681637
667,125149.02464994829
668,72051.54531373418
669,147815.91348116257
670,118682.03314251793
671,115465.51792363529
672,129957.12166934845
673,115149.01075864275
674,114017.92538340768
675,88386.08396415217
676,106936.94189595216
677,124417.93556154225
678,141538.77697250183
679,139435.94036240742
680,171906.2035700585
681,127519.76659537992
682,164403.6679797505
683,149105.11266026643
684,138386.67521181575
685,183468.11515419086
686,137878.7109035936
687,119054.19418284847
688,139069.37157898457
689,233030.14550580434
690,127743.5249370258
691,217282.75040132052
692,176072.59445178573
693,112282.13571828694
694,142563.05746681418
695,279242.98885788897
696,232462.7093158723
697,236657.44731575585
698,221493.09825385822
699,190133.92201365688
700,223439.21188824583
701,370178.46657695225
702,348503.619803214
703,247198.35519820795
704,198906.10997696244
705,159531.02946150448
706,228176.90816707112
707,198939.50062625506
708,195416.91802747024
709,211971.74178005758
710,149887.22772545042
711,139142.59220497927
712,195936.57042390073
713,223979.30966190467
714,275641.07984454697
715,313259.97112726985
716,242134.24980252585
717,209394.1092309707
718,126228.67792064018
719,210343.32898550306
720,190763.76414521586
721,220708.04803273288
722,189792.11755739083
723,121802.03363593691
724,100968.22035273141
725,147708.9360708458
726,150890.45795417653
727,155402.2660686251
728,282350.93052683084
729,126265.00491579642
730,58778.10986379735
731,96544.5177014436
732,148060.9280841286
733,104024.83784839112
734,101472.98731183753
735,108832.13938044739
736,107425.77093249877
737,163281.36946305697
738,148884.88108316704
739,149401.42170639173
740,158915.95464598323
741,211108.44983217237
742,155323.11070895608
743,198006.91612333886
744,135985.359409474
745,165402.78357415594
746,247733.02172793983
747,243043.1549421698
748,277796.197124956
749,134059.87528303068
750,122178.86576967209
751,132143.5422330908
752,124746.69569638598
753,125310.24061397408
754,103467.8077174543
755,164765.13141601492
756,88061.97013636341
757,66370.08594620923
758,22633.52106878956
759,26839.63806464817
760,353874.01274846954
761,313138.4809927304
762,273199.220819203
763,195295.50784941355
764,94069.95266338164
765,185924.26616066467
766,184948.7530773502
767,280227.96539551305
768,256516.36823230155
769,162335.5284353752
770,219191.8861066451
771,183652.96096255473
772,198307.66792184405
773,251239.62371958164
774,234939.02840638274
775,255048.3664721903
776,310131.4663105076
777,193045.25132938015
778,151928.15660800142
779,148683.73430084856
780,152914.1043782264
781,125567.75269226241
782,121152.37909051726
783,103213.71032221834
784,116347.08752760521
785,132633.16353148717
786,150528.8510393707
787,122254.15722386862
788,108714.09035560334
789,123900.28262499935
790,103415.69089029953
791,201192.27166907446
792,160845.69890019222
793,186924.99017422227
794,188989.9502778469
795,171272.0391644988
796,223090.28448034608
797,151286.24597782252
798,178057.54256321938
799,183151.89054424784
800,214522.2140392623
801,240816.63700062508
802,390553.1155922144
803,474367.3308215251
804,141488.33894789463
805,332880.5285420674
806,391896.21014454856
807,492268.29224905523
808,150184.98178489594
809,183836.33270888298
810,214985.48056676434
811,180318.33238629374
812,153164.34951690654
813,186215.1794126412
814,165171.14396579732
815,206519.3230538553
816,181752.70696235454
817,149533.0270847691
818,126346.15284990284
819,112953.09294762727
820,138293.47541017458
821,150849.91732966027
822,113315.66272464526
823,123456.3594245218
824,158348.24656724872
825,122295.0609445287
826,385460.2163455711
827,300446.9641911754
828,356818.0622596285
829,447542.6113001734
830,367028.3449490828
831,417789.9660532266
832,463930.3618118043
833,405895.0148734951
834,467043.4966053943
835,288602.18227486766
836,379606.5358592477
837,375428.8210256768
838,356245.83771410567
839,343106.21917400626
840,338215.4777359053
841,263741.90899746114
842,250007.39702175543
843,263741.8112236434
844,208503.6641064718
845,196859.34513327928
846,197775.9420457902
847,221200.05722232783
848,305711.50103990437
849,221173.31854295646
850,202836.0776356343
851,183715.0692815417
852,165677.89984278666
853,187181.9318135008
854,182965.27958825455
855,202412.46778149583
856,198128.63148807123
857,185569.74245465387
858,189054.58638741286
859,189759.74658706543
860,232517.40717156127
861,206572.27689809923
862,192768.4434585368
863,177773.345274524
864,211895.0050685711
865,172999.0581925101
866,205254.2892144628
867,224131.53898590233
868,188718.01691289025
869,180431.24957666476
870,339362.8603173583
871,396392.8750824628
872,327378.07012455526
873,283646.26428610017
874,298126.49917191226
875,324743.8479859153
876,198317.59610610997
877,255361.63713399085
878,213395.7351280732
879,397961.1700050476
880,195829.02734122082
881,221889.0403203045
882,215317.94531073826
883,214301.10705562469
884,216949.7641763216
885,218064.28666553218
886,209105.71414895673
887,253011.5332443601
888,211145.377001261
889,312562.7952352743
890,291342.4480103469
891,251413.4726851788
892,258334.84749345155
893,188177.41339265215
894,170942.9652976434
895,147566.7733950707
896,192382.24614895752
897,197855.13554049277
898,122114.24154961784
899,112687.34429203821
900,153572.56964556477
901,261529.88350909436
902,144520.2489245608
903,154320.9206797432
904,200675.40957857278
905,183439.2776198516
906,210567.4779251088
907,219595.8781675416
908,203542.22667694584
909,170388.76402715658
910,170865.1673381253
911,201846.68824548135
912,291876.49349981936
913,304804.9119746882
914,230862.89023967157
915,282626.13150398555
916,342256.13099921495
917,139873.69291558873
918,221922.0574015802
919,143625.1815203625
920,168296.14357421803
921,196378.50300401397
922,195778.46516373596
923,238830.51004826438
924,153969.0779326221
925,142794.10054423477
926,124925.37603197093
927,82256.05763799339
928,105221.12434674133
929,150474.68536087888
930,157710.60170504125
931,121662.49114139704
932,169368.27887664607
933,151486.75815168011
934,213859.72655216896
935,133732.38740948032
936,215017.08392433656
937,119682.61518851775
938,99508.25277303971
939,78243.19999985633
940,138501.95826813293
941,128516.8237164279
942,137448.2347606421
943,155069.44837452134
944,143304.24674327328
945,140887.6571396244
946,130565.87368426018
947,131468.1909236987
948,115349.15087709864
949,182099.0343725495
950,112524.15921242125
951,161239.48996756106
952,122911.43786389695
953,155877.7752290542
954,119558.21546835944
955,133914.49656847803
956,140883.7183846081
957,139852.36468108618
958,124837.80385412445
959,121429.88819917239
960,171760.19730795635
961,107362.87817149141
962,147562.58126354628
963,131872.5812995867
964,220548.62447676266
965,138913.34849949728
966,156943.15460589592
967,196603.56524609623
968,100163.97881960025
969,130018.89480248265
970,81370.39228041869
971,147782.08181793784
972,150916.6297270434
973,142026.8238860099
974,171093.2009501253
975,112250.4416115091
976,95763.5035130354
977,103854.1015708842
978,89530.08932802847
979,133851.01829665134
980,95955.74108590608
981,100072.02540607043
982,136831.57460084278
983,124854.95896340857
984,84198.96140370713
985,137968.44746912044
986,189419.661874014
987,131883.0170189796
988,111262.647500416
989,158861.69873246617
990,106218.28018092629
991,215863.5132333382
992,91157.13559238976
993,114577.93840802755
994,117007.13871699784
995,193088.61048613652
996,149439.22581633495
997,139839.49751610847
998,102226.77259116722
999,138420.37186942188
1000,124064.94854667419
1001,138936.53499973266
1002,123818.91348373759
1003,201108.71020965822
1004,133638.49128014938
1005,116351.98035834759
1006,120769.45365191344
1007,99682.8027072894
1008,110184.74364768353
1009,213761.80551986425
1010,221115.12225207055
1011,187936.7699161871
1012,142147.2303844379
1013,71222.09744579447
1014,208178.12993744214
1015,112242.58474095588
1016,104004.6088292698
1017,154608.19011410617
1018,101445.52422871176
1019,153717.32820724597
1020,120621.09274829677
1021,90873.52627053435
1022,102601.09117737573
1023,122837.77463837733
1024,131198.67785374273
1025,175105.64975411474
1026,178737.73111949005
1027,156925.3244065097
1028,151317.07733746571
1029,152154.84799482627
1030,97621.71950780335
1031,187933.95424856961
1032,130308.09146452168
1033,146636.52600341433
1034,65828.27913264089
1035,208787.4637227012
1036,157926.1248953226
1037,116401.64782106658
1038,80731.34388136657
1039,113528.4245913788
1040,144699.62854347232
1041,150392.20677585842
1042,104298.98666942024
1043,226848.12030479353
1044,219987.11007028943
1045,249661.2882223694
1046,281501.9465057078
1047,243719.99124490982
1048,209345.4491969216
1049,208705.17093873123
1050,174649.57173489436
1051,212620.2558390752
1052,218075.278833077
1053,228914.66672725903
1054,159196.18912111683
1055,165506.28105295962
1056,142431.32874481636
1057,138999.23493733155
1058,241910.35911403722
1059,225598.2240449385
1060,185958.23736173857
1061,224166.39296077637
1062,112723.43945242715
1063,142244.83851456345
1064,169068.81782158057
1065,163877.47772967943
1066,121631.88559936537
1067,165397.67996898165
1068,45741.836242683086
1069,121168.33215713891
1070,264806.8335191083
1071,221221.26756059285
1072,199992.0581027612
1073,239523.10606044446
1074,285610.1536904813
1075,222001.33849282033
1076,258678.5087662096
1077,187535.32045948168
1078,182572.6977061298
1079,191132.97555959018
1080,173617.2127472749
1081,162627.5373814357
1082,99081.49869814428
1083,119671.66904497327
1084,124206.42842254383
1085,127820.81109697832
1086,142111.2544769327
1087,144489.71654458938
1088,148435.69198714156
1089,671085.9892143272
1090,126434.24611218393
1091,132015.79571761892
1092,86841.74316659968
1093,91838.39195269143
1094,107102.84168249901
1095,94410.85568714407
1096,99729.15001247844
1097,227671.90859960578
1098,169602.57892805163
1099,169829.19475203863
1100,160622.72799051198
1101,171454.5845705177
1102,175116.7976177453
1103,200014.95694158052
1104,141078.8941013537
1105,179667.0244722751
1106,140826.8730381389
1107,227522.2202956272
1108,234666.0183159258
1109,115530.58556196888
1110,199813.47808865336
1111,161170.73420228309
1112,232364.97921934875
1113,264907.0893554244
1114,143647.68066567677
1115,167352.771491159
1116,198539.44624793436
1117,60007.821716756414
1118,30128.564188548044
1119,95619.95886885983
1120,108075.09479130717
1121,102698.14364243366
1122,292831.2358026296
1123,156997.4708177807
1124,181644.0455096867
1125,216631.35246292857
1126,206921.01868752975
1127,137980.77719979512
1128,140517.02469039377
1129,195828.08924487547
1130,213858.74559412737
1131,225176.68103488695
1132,263665.02354427555
1133,181626.72015294858
1134,218294.52540923617
1135,290829.68755623687
1136,206705.6096494372
1137,282833.171433625
1138,409225.7064739003
1139,194073.77200127149
1140,98809.35634174067
1141,72437.79866037887
1142,98145.94571296909
1143,110984.83166425957
1144,73416.96998617207
1145,141488.1344571761
1146,200195.53126310592
1147,183634.2027935348
1148,154458.38990541152
1149,133445.21105653257
1150,149270.200903737
1151,143674.02318921563
1152,116846.60941543055
1153,110097.94053082986
1154,155445.39444802474
1155,140374.15806239354
1156,201756.03517072985
1157,187601.8344172438
1158,207582.56174905138
1159,194198.54411751515
1160,174708.76192138327
1161,185588.88745125826
1162,244599.46243875803
1163,288015.2106055738
1164,316837.7258141958
1165,173716.24381178565
1166,183377.49440121226
1167,481404.761968703
1168,519252.68417008885
1169,396241.7325369136
1170,466813.4111499779
1171,433124.63695847424
1172,327177.0977250696
1173,423576.3756572035
1174,132849.67739269306
1175,182470.53096634947
1176,191274.31641624426
1177,271059.08443040354
1178,193085.36364669917
1179,155719.74224879162
1180,93055.73163535309
1181,158455.15543751046
1182,106052.11467729803
1183,105763.55091534284
1184,108977.9412819198
1185,94413.95127688968
1186,106653.9081646206
1187,141171.86762671964
1188,145165.67595334782
1189,136285.63679663563
1190,134261.45231291608
1191,389651.4589121549
1192,267499.6566562858
1193,280354.6626329672
1194,425833.86981227936
1195,336352.05878999294
1196,371201.75171291246
1197,349202.08655937586
1198,334240.5848841245
1199,375517.4056914477
1200,373075.5879724854
1201,392972.72377788846
1202,281056.63585131464
1203,298030.46517159033
1204,334627.7607077653
1205,293384.00111085887
1206,178581.12991280423
1207,183729.1862604888
1208,193403.21149048576
1209,279572.2839928757
1210,189812.13804971712
1211,195312.69863532315
1212,201446.699453682
1213,194545.63657454966
1214,187867.873373186
1215,187766.79870216403
1216,207603.96138376612
1217,228797.21926833596
1218,285519.02739154623
1219,295244.02808355255
1220,412606.20494362793
1221,319083.9583557594
1222,472890.05437727994
1223,325501.3711853673
1224,352511.01408374857
1225,241791.34436222797
1226,292778.0916233978
1227,217690.9139145424
1228,217122.1518534152
1229,393662.5751125347
1230,199149.3219965296
1231,180810.38824449395
1232,213891.20025098315
1233,166236.9827617455
1234,200762.66862064754
1235,184164.3856264556
1236,196154.64694072393
1237,191028.4596866302
1238,164324.70205663424
1239,140742.96633659297
1240,130469.52092603792
1241,88539.24572673792
1242,81075.31721399687
1243,138673.33687228014
1244,107066.03592075946
1245,90458.46067594047
1246,92698.21783100042
1247,143196.9282215709
1248,138588.9508053364
1249,126438.45488842746
1250,319296.00648712175
1251,431831.48557332915
1252,157538.5881604103
1253,143614.9470289232
1254,177230.7275417045
1255,121474.71653471037
1256,193204.03829380154
1257,216551.2644192755
1258,131262.6637974974
1259,165886.90663684014
1260,127114.59266994084
1261,154691.00955494877
1262,140273.81411824227
1263,116667.00517865454
1264,122304.34646529352
1265,154194.7824277393
1266,158998.1624850354
1267,168574.61483212205
1268,135808.85646880115
1269,149344.05492336454
1270,128089.41482978122
1271,140164.80458141796
1272,143528.655286489
1273,117151.93300076367
1274,130643.70134699001
1275,128938.56799230704
1276,119994.12921011596
1277,117191.85231651223
1278,145802.4735464604
1279,140416.0240477483
1280,153203.093607942
1281,148100.35449638037
1282,171133.05647733563
1283,163139.02822701994
1284,138710.22275379687
1285,142496.02271568275
1286,138667.74476731976
1287,103758.52438720912
1288,128040.46010075978
1289,101785.09974519353
1290,136638.06620359092
1291,171966.46719568555
1292,153598.91361047077
1293,245164.9479061982
1294,134627.7088229835
1295,85619.78577128283
1296,55376.04393032324
1297,89416.72130934856
1298,170976.77172389103
1299,146568.1992495837
1300,139295.0033196475
1301,138143.14933117107
1302,184946.84485073749
1303,144894.01675697538
1304,267778.10758989287
1305,126435.82510892377
1306,41225.477769260615
1307,141870.11863819824
1308,145312.80205601355
1309,137449.15665543827
1310,92763.04397601102
1311,113576.01050587368
1312,193316.95420431212
1313,157256.4945955503
1314,125996.11332996379
1315,146152.87193099083
1316,180968.57401808695
1317,115917.79362251851
1318,126816.9558182992
1319,112883.28155803471
1320,87601.4229766817
1321,99767.72247256033
1322,115208.93005590091
1323,126370.88686495772
1324,139325.55358579606
1325,54914.856748587714
1326,131741.07268034984
1327,66373.23265254454
1328,185836.55081129645
1329,101261.98766366029
1330,115082.04443460956
1331,85618.19019483673
1332,138007.91749511077
1333,81599.94679444053
1334,123216.76645051144
1335,92892.55624967694
1336,240869.11531899153
1337,124755.30811215477
1338,126629.62262948588
1339,89260.3665890093
1340,116355.6566358667
1341,128726.00110281148
1342,160260.38108135056
1343,111537.39745138193
1344,99306.59833784701
1345,79952.17486531512
1346,170772.25987374352
1347,153518.40793867857
1348,130555.44147603752
1349,128318.04242770196
1350,152910.61817992514
1351,184076.448264312
1352,140848.27619697142
1353,149104.19870028523
1354,92090.92583962294
1355,244816.51066806703
1356,141708.775174708
1357,138865.03040480812
1358,154589.59314805895
1359,132169.1116146875
1360,102395.3243948762
1361,173681.67772901355
1362,347011.0570617569
1363,186022.51324918284
1364,137720.3612838828
1365,126385.7992446176
